competition_ID,season,name,category,country,start_date,end_date,weapon,gender,timezone,url,unique_ID,missing_results_flag
121,2021,Grand Prix,Senior,QATAR,2021-03-26,2021-03-28,Foil,Womens,Asia/Qatar,https://fie.org/competitions/2021/121,2021-121,
41,2017,Tournoi international,Junior,GERMANY,2016-10-28,2016-10-28,Foil,Womens,Europe/Berlin,https://fie.org/competitions/2017/41,2017-41,
800,2015,Championnats Panaméricains,Senior,CHILE,2015-04-17,2015-04-26,Foil,Womens,America/Santiago,https://fie.org/competitions/2015/800,2015-800,
243,2019,Championnats du Monde,Senior,HUNGARY,2019-07-16,2019-07-19,Foil,Womens,Europe/Budapest,https://fie.org/competitions/2019/243,2019-243,
237,2016,Championnats du monde juniors-cadets,Cadet,FRANCE,2016-04-01,2016-04-01,Foil,Womens,Europe/Paris,https://fie.org/competitions/2016/237,2016-237,
225,2021,Championnats du monde juniors-cadets,Junior,EGYPT,2021-04-06,2021-04-06,Foil,Womens,Africa/Cairo,https://fie.org/competitions/2021/225,2021-225,
586,2018,Championnats d'Afrique,Senior,TUNISIA,2018-06-07,2018-06-07,Foil,Womens,Africa/Tunis,https://fie.org/competitions/2018/586,2018-586,
1061,2021,Championnats de qualification - Afrique,Senior,EGYPT,2021-04-23,2021-04-23,Foil,Womens,Africa/Cairo,https://fie.org/competitions/2021/1061,2021-1061,
1281,2015,Tournoi satellite fleuret féminin,Senior,DENMARK,2015-05-10,2015-05-10,Foil,Womens,Europe/Copenhagen,https://fie.org/competitions/2015/1281,2015-1281,
1230,2018,Tournoi satellite,Senior,SPAIN,2018-02-24,2018-02-25,Foil,Womens,Europe/Madrid,https://fie.org/competitions/2018/1230,2018-1230,
1299,2016,Championnats d'Afrique,Cadet,MALI,2016-03-02,2016-03-02,Foil,Womens,Africa/Bamako,https://fie.org/competitions/2016/1299,2016-1299,
351,2017,Championnats d’Europe juniors,Junior,BULGARIA,2017-03-06,2017-03-06,Foil,Womens,Europe/Sofia,https://fie.org/competitions/2017/351,2017-351,
122,2017,Reinhold-Würth-Cup,Senior,GERMANY,2017-04-28,2017-04-29,Foil,Womens,Europe/Berlin,https://fie.org/competitions/2017/122,2017-122,
122,2019,Coupe du Monde,Senior,GERMANY,2019-05-03,2019-05-04,Foil,Womens,Europe/Berlin,https://fie.org/competitions/2019/122,2019-122,
41,2020,Coupe du Monde,Junior,ROMANIA,2019-12-07,2019-12-07,Foil,Womens,Europe/Bucharest,https://fie.org/competitions/2020/41,2020-41,
800,2019,Championnats Panaméricains,Senior,CANADA,2019-06-27,2019-06-27,Foil,Womens,America/Toronto,https://fie.org/competitions/2019/800,2019-800,
41,2019,Coupe du Monde,Junior,BULGARIA,2018-12-08,2018-12-08,Foil,Womens,Europe/Sofia,https://fie.org/competitions/2019/41,2019-41,
397,2017,Tournoi satellite,Senior,NETHERLANDS,2016-09-25,2016-09-25,Foil,Womens,Europe/Amsterdam,https://fie.org/competitions/2017/397,2017-397,
397,2020,Tournoi satellite,Senior,NETHERLANDS,2019-09-08,2019-09-08,Foil,Womens,Europe/Amsterdam,https://fie.org/competitions/2020/397,2020-397,
812,2016,Championnats Panaméricains Juniors,Junior,MEXICO,2016-02-27,2016-03-04,Foil,Womens,America/Cancun,https://fie.org/competitions/2016/812,2016-812,
1061,2016,Championnats de qualification - Afrique,Senior,ALGERIA,2016-04-14,2016-04-14,Foil,Womens,Africa/Algiers,https://fie.org/competitions/2016/1061,2016-1061,
586,2016,Championnats d'Afrique,Senior,ALGERIA,2016-04-15,2016-04-19,Foil,Womens,Africa/Algiers,https://fie.org/competitions/2016/586,2016-586,
857,2016,Championnats d'Afrique,Junior,MALI,2016-03-04,2016-03-04,Foil,Womens,Africa/Bamako,https://fie.org/competitions/2016/857,2016-857,
1105,2018,Championnats du monde vétérans 50-59,Veterans,ITALY,2018-10-11,2018-10-11,Foil,Womens,Europe/Rome,https://fie.org/competitions/2018/1105,2018-1105,
125,2018,Coupe du Monde,Senior,MEXICO,2017-10-13,2017-10-14,Foil,Womens,America/Cancun,https://fie.org/competitions/2018/125,2018-125,
225,2019,Championnats du monde juniors-cadets,Junior,POLAND,2019-04-09,2019-04-09,Foil,Womens,Europe/Warsaw,https://fie.org/competitions/2019/225,2019-225,
740,2016,Championnats d'Europe,Senior,POLAND,2016-06-21,2016-06-21,Foil,Womens,Europe/Warsaw,https://fie.org/competitions/2016/740,2016-740,
37,2015,Memorial de Martinengo,Junior,SLOVAKIA,2014-11-21,2014-11-21,Foil,Womens,Europe/Bratislava,https://fie.org/competitions/2015/37,2015-37,
1105,2017,Championnats du monde vétérans 50-59,Veterans,SLOVENIA,2017-10-18,2017-10-18,Foil,Womens,Europe/Ljubljana,https://fie.org/competitions/2017/1105,2017-1105,
127,2015,The Artus Court PKO BP,Senior,POLAND,2015-01-16,2015-01-17,Foil,Womens,Europe/Warsaw,https://fie.org/competitions/2015/127,2015-127,
857,2020,Championnats d'Afrique juniors,Junior,GHANA,2020-02-26,2020-02-26,Foil,Womens,Africa/Porto-Novo,https://fie.org/competitions/2020/857,2020-857,
129,2017,The Artus Court PKO BP,Senior,POLAND,2017-02-03,2017-02-04,Foil,Womens,Europe/Warsaw,https://fie.org/competitions/2017/129,2017-129,
125,2019,Coupe du monde fleuret d'Alger by Ooredoo ,Senior,ALGERIA,2018-11-23,2018-11-24,Foil,Womens,Africa/Algiers,https://fie.org/competitions/2019/125,2019-125,
1281,2016,Trekanten International,Senior,DENMARK,2016-05-08,2016-05-08,Foil,Womens,Europe/Copenhagen,https://fie.org/competitions/2016/1281,2016-1281,
1281,2019,Tournoi Satellite,Senior,MEXICO,2018-09-30,2018-09-30,Foil,Womens,America/Cancun,https://fie.org/competitions/2019/1281,2019-1281,
35,2017,Coupe du Monde,Junior,ITALY,2017-02-18,2017-02-18,Foil,Womens,Europe/Rome,https://fie.org/competitions/2017/35,2017-35,
1281,2018,Tournoi Satellite,Senior,MEXICO,2018-03-24,2018-03-25,Foil,Womens,America/Mexico_City,https://fie.org/competitions/2018/1281,2018-1281,
397,2019,Tournoi satellite,Senior,NETHERLANDS,2018-09-09,2018-09-09,Foil,Womens,Europe/Amsterdam,https://fie.org/competitions/2019/397,2019-397,
1230,2016,Tournoi satellite,Senior,TURKEY,2015-12-12,2015-12-13,Foil,Womens,Europe/Istanbul,https://fie.org/competitions/2016/1230,2016-1230,
225,2015,Champ du monde juniors-cadets,Junior,UZBEKISTAN,2015-04-05,2015-04-05,Foil,Womens,Asia/Tashkent,https://fie.org/competitions/2015/225,2015-225,
129,2015,Coupe du Monde,Senior,ALGERIA,2015-02-06,2015-02-07,Foil,Womens,Africa/Algiers,https://fie.org/competitions/2015/129,2015-129,
121,2018,Absolute Fencing Gear® Grand Prix,Senior,USA,2018-03-17,2018-03-18,Foil,Womens,America/Los_Angeles,https://fie.org/competitions/2018/121,2018-121,
1105,2015,Championnats du monde vétérans 50-59,Veterans,FRANCE,2015-10-20,2015-10-25,Foil,Womens,Europe/Paris,https://fie.org/competitions/2015/1105,2015-1105,
458,2019,Grand Prix,Senior,ITALY,2019-02-08,2019-02-10,Foil,Womens,Europe/Rome,https://fie.org/competitions/2019/458,2019-458,
1359,2016,Championnats du monde vétérans 60-69,Veterans,GERMANY,2016-10-14,2016-10-14,Foil,Womens,Europe/Berlin,https://fie.org/competitions/2016/1359,2016-1359,
37,2017,Coupe du Monde,Junior,GUATEMALA,2016-11-19,2016-11-19,Foil,Womens,America/Guatemala,https://fie.org/competitions/2017/37,2017-37,
857,2015,Championnats d'Afrique cadets juniors,Junior,ALGERIA,2015-03-01,2015-03-05,Foil,Womens,Africa/Algiers,https://fie.org/competitions/2015/857,2015-857,
812,2017,Championnats Panaméricains Juniors,Junior,CUBA,2017-03-02,2017-03-07,Foil,Womens,America/Havana,https://fie.org/competitions/2017/812,2017-812,
1356,2018,Tournoi Satellite,Senior,ROMANIA,2018-05-13,2018-05-13,Foil,Womens,Europe/Bucharest,https://fie.org/competitions/2018/1356,2018-1356,
586,2019,Championnats d'Afrique,Senior,MALI,2019-06-26,2019-06-26,Foil,Womens,Africa/Bamako,https://fie.org/competitions/2019/586,2019-586,
771,2020,Championnats Asiatiques juniors,Junior,JORDAN,2020-03-01,2020-03-01,Foil,Womens,Asia/Amman,https://fie.org/competitions/2020/771,2020-771,
444,2018,Coupe du Monde,Junior,CUBA,2017-12-16,2017-12-16,Foil,Womens,America/Havana,https://fie.org/competitions/2018/444,2018-444,
37,2019,Coupe du Monde,Junior,CUBA,2018-12-15,2018-12-15,Foil,Womens,America/Havana,https://fie.org/competitions/2019/37,2019-37,
457,2018,Grand Prix,Senior,CHINA,2018-05-18,2018-05-20,Foil,Womens,Asia/Hong_Kong,https://fie.org/competitions/2018/457,2018-457,
1111,2015,Championnats Panaméricains Cadets,Cadet,CANADA,2015-02-02,2015-02-08,Foil,Womens,America/Toronto,https://fie.org/competitions/2015/1111,2015-1111,
457,2015,Grand Prix,Senior,CHINA,2015-05-15,2015-05-16,Foil,Womens,Asia/Hong_Kong,https://fie.org/competitions/2015/457,2015-457,
33,2020,Coupe du Monde,Junior,GUATEMALA,2019-11-16,2019-11-16,Foil,Womens,America/Guatemala,https://fie.org/competitions/2020/33,2020-33,
586,2017,Championnats d'Afrique,Senior,EGYPT,2017-06-10,2017-06-10,Foil,Womens,Africa/Cairo,https://fie.org/competitions/2017/586,2017-586,
351,2018,Championnats d’Europe juniors,Junior,RUSSIA,2018-03-08,2018-03-08,Foil,Womens,Europe/Moscow,https://fie.org/competitions/2018/351,2018-351,
125,2015,Coupe du Monde,Senior,MEXICO,2014-10-17,2014-10-18,Foil,Womens,America/Cancun,https://fie.org/competitions/2015/125,2015-125,
397,2018,Memorial de Martinengo Tournoi,Senior,SLOVAKIA,2017-11-18,2017-11-19,Foil,Womens,Europe/Bratislava,https://fie.org/competitions/2018/397,2018-397,
898,2020,Coupe du Monde,Junior,GREAT BRITAIN,2019-11-02,2019-11-02,Foil,Womens,Europe/London,https://fie.org/competitions/2020/898,2020-898,
397,2016,Tournoi satellite,Senior,MEXICO,2015-10-13,2015-10-14,Foil,Womens,America/Cancun,https://fie.org/competitions/2016/397,2016-397,
1299,2017,Championnats d'Afrique,Cadet,COTE D'IVOIRE,2017-03-07,2017-03-07,Foil,Womens,Africa/Abidjan,https://fie.org/competitions/2017/1299,2017-1299,
586,2015,Championnats d'Afrique,Senior,EGYPT,2015-06-14,2015-06-14,Foil,Womens,Africa/Cairo,https://fie.org/competitions/2015/586,2015-586,
121,2015,Grand Prix,Senior,CUBA,2015-03-13,2015-03-14,Foil,Womens,America/Havana,https://fie.org/competitions/2015/121,2015-121,
129,2018,Coupe du Monde de fleuret d'Alger by Ooredoo,Senior,ALGERIA,2018-02-02,2018-02-03,Foil,Womens,Africa/Algiers,https://fie.org/competitions/2018/129,2018-129,
1014,2016,Championnats asiatiques,Senior,CHINA,2016-04-13,2016-04-18,Foil,Womens,Asia/Hong_Kong,https://fie.org/competitions/2016/1014,2016-1014,
1391,2020,Tournoi Satellite,Senior,UZBEKISTAN,2019-09-06,2019-09-06,Foil,Womens,Asia/Tashkent,https://fie.org/competitions/2020/1391,2020-1391,
37,2020,Coupe du Monde,Junior,ITALY,2020-01-05,2020-01-05,Foil,Womens,Europe/Rome,https://fie.org/competitions/2020/37,2020-37,
351,2020,Championnats d’Europe juniors,Junior,CROATIA,2020-02-29,2020-02-29,Foil,Womens,Europe/Zagreb,https://fie.org/competitions/2020/351,2020-351,
812,2020,Championnats Panaméricains Juniors,Junior,EL SALVADOR,2020-02-25,2020-02-25,Foil,Womens,America/El_Salvador,https://fie.org/competitions/2020/812,2020-812,
35,2020,Coupe du Monde,Junior,AUSTRIA,2020-02-15,2020-02-15,Foil,Womens,Europe/Vienna,https://fie.org/competitions/2020/35,2020-35,
39,2020,Coupe du Monde,Junior,GERMANY,2020-02-01,2020-02-01,Foil,Womens,Europe/Berlin,https://fie.org/competitions/2020/39,2020-39,
42,2020,Coupe du Monde,Junior,USA,2020-01-25,2020-01-25,Foil,Womens,America/Phoenix,https://fie.org/competitions/2020/42,2020-42,
444,2020,Coupe du Monde,Junior,CROATIA,2020-01-18,2020-01-18,Foil,Womens,Europe/Zagreb,https://fie.org/competitions/2020/444,2020-444,
771,2019,Championnats Asiatiques juniors,Junior,JORDAN,2019-03-03,2019-03-03,Foil,Womens,Asia/Amman,https://fie.org/competitions/2019/771,2019-771,
351,2019,Championnats d’Europe juniors,Junior,ITALY,2019-03-01,2019-03-01,Foil,Womens,Europe/Rome,https://fie.org/competitions/2019/351,2019-351,
812,2019,Championnats Panaméricains Juniors,Junior,COLOMBIA,2019-02-26,2019-02-26,Foil,Womens,America/Bogota,https://fie.org/competitions/2019/812,2019-812,
857,2019,Championnats d'Afrique juniors,Junior,ALGERIA,2019-02-20,2019-02-20,Foil,Womens,Africa/Algiers,https://fie.org/competitions/2019/857,2019-857,
35,2019,Coupe du Monde,Junior,AUSTRIA,2019-02-16,2019-02-16,Foil,Womens,Europe/Vienna,https://fie.org/competitions/2019/35,2019-35,
39,2019,Coupe du Monde,Junior,GERMANY,2019-02-02,2019-02-02,Foil,Womens,Europe/Berlin,https://fie.org/competitions/2019/39,2019-39,
42,2019,Coupe du Monde,Junior,CROATIA,2019-01-19,2019-01-19,Foil,Womens,Europe/Zagreb,https://fie.org/competitions/2019/42,2019-42,
444,2019,Coupe du Monde,Junior,ITALY,2019-01-05,2019-01-06,Foil,Womens,Europe/Rome,https://fie.org/competitions/2019/444,2019-444,
33,2019,Coupe du Monde,Junior,GUATEMALA,2018-11-17,2018-11-18,Foil,Womens,America/Guatemala,https://fie.org/competitions/2019/33,2019-33,
898,2019,Coupe du Monde,Junior,GREAT BRITAIN,2018-11-03,2018-11-04,Foil,Womens,Europe/London,https://fie.org/competitions/2019/898,2019-898,
225,2018,Championnats du monde juniors-cadets,Junior,ITALY,2018-04-07,2018-04-07,Foil,Womens,Europe/Rome,https://fie.org/competitions/2018/225,2018-225,
812,2018,Championnats Panaméricains Juniors,Junior,COSTA RICA,2018-03-08,2018-03-08,Foil,Womens,America/Costa_Rica,https://fie.org/competitions/2018/812,2018-812,
857,2018,Championnats d'Afrique juniors,Junior,NIGERIA,2018-03-03,2018-03-03,Foil,Womens,Africa/Lagos,https://fie.org/competitions/2018/857,2018-857,
771,2018,Championnats Asiatiques juniors,Junior,UNITED ARAB EMIRATES,2018-02-28,2018-02-28,Foil,Womens,Asia/Dubai,https://fie.org/competitions/2018/771,2018-771,
35,2018,Coupe du Monde,Junior,AUSTRIA,2018-02-17,2018-02-17,Foil,Womens,Europe/Vienna,https://fie.org/competitions/2018/35,2018-35,
39,2018,Coupe du Monde,Junior,CROATIA,2018-01-27,2018-01-27,Foil,Womens,Europe/Zagreb,https://fie.org/competitions/2018/39,2018-39,
42,2018,Coupe du Monde,Junior,ITALY,2018-01-06,2018-01-06,Foil,Womens,Europe/Rome,https://fie.org/competitions/2018/42,2018-42,
37,2018,Coupe du Monde,Junior,GUATEMALA,2017-11-18,2017-11-19,Foil,Womens,America/Guatemala,https://fie.org/competitions/2018/37,2018-37,
41,2018,Tournoi international,Junior,GERMANY,2017-10-28,2017-10-28,Foil,Womens,Europe/Berlin,https://fie.org/competitions/2018/41,2018-41,
33,2018,Coupe du Monde,Junior,ROMANIA,2017-10-07,2017-10-07,Foil,Womens,Europe/Bucharest,https://fie.org/competitions/2018/33,2018-33,
898,2018,Coupe du Monde,Junior,GREAT BRITAIN,2017-09-16,2017-09-16,Foil,Womens,Europe/London,https://fie.org/competitions/2018/898,2018-898,
225,2017,Championnats du monde juniors-cadets,Junior,BULGARIA,2017-04-07,2017-04-07,Foil,Womens,Europe/Sofia,https://fie.org/competitions/2017/225,2017-225,
857,2017,Championnats d'Afrique,Junior,COTE D'IVOIRE,2017-03-09,2017-03-09,Foil,Womens,Africa/Abidjan,https://fie.org/competitions/2017/857,2017-857,
771,2017,Championnats asiatiques juniors,Junior,THAILAND,2017-03-03,2017-03-03,Foil,Womens,Asia/Bangkok,https://fie.org/competitions/2017/771,2017-771,
39,2017,Coupe du Monde,Junior,AUSTRIA,2017-01-28,2017-01-28,Foil,Womens,Europe/Vienna,https://fie.org/competitions/2017/39,2017-39,
42,2017,Coupe du Monde,Junior,CROATIA,2017-01-07,2017-01-07,Foil,Womens,Europe/Zagreb,https://fie.org/competitions/2017/42,2017-42,
444,2017,Coupe du Monde,Junior,FRANCE,2016-12-17,2016-12-17,Foil,Womens,Europe/Paris,https://fie.org/competitions/2017/444,2017-444,
33,2017,Coupe du Monde,Junior,ROMANIA,2016-10-08,2016-10-08,Foil,Womens,Europe/Bucharest,https://fie.org/competitions/2017/33,2017-33,
898,2017,Coupe du Monde,Junior,HUNGARY,2016-09-17,2016-09-17,Foil,Womens,Europe/Budapest,https://fie.org/competitions/2017/898,2017-898,
225,2016,Championnats du monde juniors-cadets,Junior,FRANCE,2016-04-05,2016-04-05,Foil,Womens,Europe/Paris,https://fie.org/competitions/2016/225,2016-225,
351,2016,Championnats d’Europe juniors,Junior,SERBIA,2016-02-29,2016-03-09,Foil,Womens,Europe/Belgrade,https://fie.org/competitions/2016/351,2016-351,
771,2016,Championnats asiatiques juniors,Junior,BAHRAIN,2016-02-28,2016-02-28,Foil,Womens,Asia/Riyadh,https://fie.org/competitions/2016/771,2016-771,
